City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Sechura,PE,-5.5569,-80.8222,64.92,73,63,15.1,broken clouds
365,The Pas,CA,53.8251,-101.2541,60.82,59,100,5.75,overcast clouds
366,Torbay,CA,47.6666,-52.7314,66.97,82,20,11.5,few clouds
367,Manokwari,ID,-0.8667,134.0833,83.93,68,92,4.97,overcast clouds
368,Galesong,ID,-5.3166,119.3661,77.02,76,34,4.05,scattered clouds
369,Ponta Delgada,PT,37.7333,-25.6667,64.51,77,20,6.91,few clouds
370,Mangai,CD,-4.05,19.5333,70.97,63,100,0.47,overcast clouds
371,Belyy Yar,RU,53.6039,91.3903,69.69,68,0,2.24,clear sky
372,Perpignan,FR,42.75,2.75,67.73,68,0,4.61,clear sky
373,Koshurnikovo,RU,54.1667,93.3,57.6,95,96,3.74,light rain
374,Pringsewu,ID,-5.3582,104.9744,73.74,95,100,1.3,overcast clouds
375,Isla Vista,US,34.4133,-119.861,98.38,59,1,9.53,clear sky
376,Rio Brilhante,BR,-21.8019,-54.5464,69.04,56,6,3.47,clear sky
377,Emmett,US,43.8735,-116.4993,85.37,21,0,3.0,clear sky
378,Ixtapa,MX,20.7,-105.2,82.22,78,100,5.75,overcast clouds
379,Qinhuangdao,CN,39.9317,119.5883,85.96,42,71,11.83,broken clouds
380,Antigonish,CA,45.6169,-61.9986,65.55,97,100,5.01,light rain
381,Waingapu,ID,-9.6567,120.2641,79.72,74,100,10.2,overcast clouds
382,Pueblo Nuevo,MX,23.3833,-105.3833,65.23,81,85,5.88,overcast clouds
383,Doume,CM,4.2333,13.45,67.42,99,100,2.08,overcast clouds
384,Sola,VU,-13.8833,167.55,77.67,94,100,0.0,heavy intensity shower rain
385,Koutiala,ML,12.3917,-5.4642,82.38,61,100,12.17,light rain
386,Pisco,PE,-13.7,-76.2167,62.02,88,0,8.05,clear sky
387,Campos Belos,BR,-13.0367,-46.7717,69.21,43,0,4.7,clear sky
388,Port Hardy,CA,50.6996,-127.4199,64.58,63,40,9.22,scattered clouds
389,Haapiti,PF,-17.5667,-149.8667,82.13,67,99,3.04,overcast clouds
390,Touros,BR,-5.1989,-35.4608,74.37,87,25,11.92,scattered clouds
391,Tecoanapa,MX,16.5167,-98.75,80.85,75,100,7.74,overcast clouds
392,Rio Branco Do Sul,BR,-25.19,-49.3142,63.82,83,0,0.34,clear sky
393,Kavieng,PG,-2.5744,150.7967,85.59,67,79,16.51,broken clouds
394,Hofn,IS,64.2539,-15.2082,45.16,62,100,16.75,overcast clouds
395,Lakselv,NO,70.0513,24.9718,46.22,81,0,2.3,clear sky
396,Bokaro,IN,23.7833,85.9667,82.35,79,100,8.21,overcast clouds
397,Maralal,KE,1.0968,36.698,56.97,81,100,4.18,overcast clouds
398,Urumqi,CN,43.801,87.6005,72.55,57,0,11.18,clear sky
399,Arman,RU,59.7,150.1667,53.02,86,80,4.61,broken clouds
400,Japura,ID,-0.3167,102.35,75.54,95,100,3.09,overcast clouds
401,Poum,NC,-20.2333,164.0167,76.82,74,100,10.8,overcast clouds
402,Porto Novo,BJ,6.4965,2.6036,76.53,89,100,7.47,light rain
403,Yangambi,CD,0.8102,24.4336,71.91,85,100,1.74,overcast clouds
404,Port Hawkesbury,CA,45.6169,-61.3485,65.97,97,100,11.5,mist
405,Charlestown,AU,-32.95,151.6667,65.73,61,1,5.99,clear sky
406,Muli,MV,2.9167,73.5667,82.58,76,100,15.68,overcast clouds
407,Siva,EG,29.2041,25.5195,83.53,42,0,11.12,clear sky
408,Beyla,GN,8.6833,-8.6333,67.6,97,97,3.29,overcast clouds
409,Wenling,CN,28.3669,121.36,79.05,91,96,11.27,overcast clouds
410,Bonthe,SL,7.5264,-12.505,75.99,91,100,5.93,moderate rain
411,Rovaniemi,FI,66.5,25.7167,58.41,82,0,4.61,clear sky
412,La Paz,BO,-16.5,-68.15,48.18,57,75,3.44,broken clouds
413,Khawhai,IN,23.3667,93.1167,62.02,99,100,0.76,overcast clouds
414,Vardo,NO,70.3705,31.1107,47.3,81,100,6.49,overcast clouds
415,Seydisehir,TR,37.4193,31.8453,52.36,89,1,5.55,clear sky
416,Pecos,US,31.4229,-103.4932,102.29,12,0,5.75,clear sky
417,Upata,VE,8.0086,-62.3989,76.19,97,28,4.0,scattered clouds
418,Caucaia,BR,-3.7361,-38.6531,77.04,83,75,5.75,broken clouds
419,Stornoway,GB,58.2093,-6.3865,56.93,93,98,0.0,overcast clouds
420,Portland,US,45.5234,-122.6762,86.61,32,20,12.66,few clouds
421,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,73,20,14.97,few clouds
422,Karratha,AU,-20.7377,116.8463,72.09,30,0,15.1,clear sky
423,Hilton Head Island,US,32.2163,-80.7526,81.99,80,40,11.5,scattered clouds
424,Ojinaga,MX,29.5667,-104.4167,104.58,20,0,11.5,clear sky
425,San Juan,AR,-31.5375,-68.5364,47.35,56,100,14.72,overcast clouds
426,Corozal,CO,9.3151,-75.2928,74.95,95,80,7.38,broken clouds
427,Dzaoudzi,YT,-12.7887,45.2699,78.69,69,40,16.11,scattered clouds
428,Vangaindrano,MG,-23.35,47.6,62.87,87,100,3.38,overcast clouds
429,Victor Harbor,AU,-35.5667,138.6167,57.0,84,17,1.99,few clouds
430,Snyder,US,32.7179,-100.9176,100.31,15,0,3.44,clear sky
431,Cayenne,GF,4.9333,-52.3333,82.09,1,75,2.3,broken clouds
432,Uvat,RU,59.1433,68.8953,58.42,73,95,8.79,overcast clouds
433,Dingle,PH,10.9995,122.6711,84.43,74,1,1.74,clear sky
434,Teguldet,RU,57.3064,88.1667,62.13,92,97,7.49,overcast clouds
435,Plettenberg Bay,ZA,-34.0527,23.3716,51.3,79,0,4.59,clear sky
436,Bulgan,MN,48.8125,103.5347,63.68,80,100,2.8,overcast clouds
437,Adrar,MR,20.5022,-10.0711,89.92,19,0,15.43,clear sky
438,Udachnyy,RU,66.4167,112.4,83.03,25,7,11.77,clear sky
439,Jahazpur,IN,25.6167,75.2833,87.1,38,5,4.16,clear sky
440,Mantua,IT,45.1667,10.7833,70.75,84,23,3.0,few clouds
441,Iberia,US,29.9502,-91.7507,91.47,52,0,3.44,clear sky
442,Cabinda,AO,-5.55,12.2,70.18,93,97,5.66,overcast clouds
443,Cervo,ES,43.6702,-7.4101,56.97,83,100,12.06,overcast clouds
444,Bichena,ET,10.45,38.2,56.39,70,93,3.94,overcast clouds
445,Virginia Beach,US,36.8529,-75.978,75.02,79,0,9.22,clear sky
446,Kaoma,ZM,-14.7833,24.8,49.64,66,0,5.68,clear sky
447,Muswellbrook,AU,-32.2667,150.9,64.33,52,4,6.17,clear sky
448,Aripuana,BR,-9.1667,-60.6333,75.65,59,6,2.53,clear sky
449,Bardiyah,LY,31.7561,25.0865,75.0,89,0,12.08,clear sky
450,Siocon,PH,7.7061,122.1353,84.29,70,34,0.31,scattered clouds
451,Half Moon Bay,US,37.4636,-122.4286,94.87,66,40,21.85,mist
452,Bulancak,TR,40.9372,38.2291,62.42,82,75,1.14,broken clouds
453,Kirovskiy,RU,45.0917,133.5136,72.7,74,73,7.87,light rain
454,Dargaville,NZ,-35.9333,173.8833,61.95,77,100,9.48,overcast clouds
455,Komsomolskiy,UZ,40.4272,71.7189,74.12,53,0,4.61,clear sky
456,Sena Madureira,BR,-9.0656,-68.6569,72.97,64,6,2.44,clear sky
457,Lubango,AO,-14.9172,13.4925,54.88,30,0,2.46,clear sky
458,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,78,75,14.97,broken clouds
459,Maldonado,UY,-34.6667,-54.9167,47.59,85,100,5.23,overcast clouds
460,Beloha,MG,-25.1667,45.05,60.06,64,0,7.14,clear sky
461,Sayansk,RU,54.1088,102.1648,57.34,92,100,2.95,overcast clouds
462,Sheridan,US,44.8333,-106.9173,70.18,60,100,5.75,overcast clouds
463,Kitimat,CA,54.0524,-128.6534,80.98,43,18,1.77,few clouds
464,Srednekolymsk,RU,67.45,153.6833,57.36,31,7,8.97,clear sky
465,Dabola,GN,10.75,-11.1167,71.91,91,41,3.51,light rain
466,El Dorado,US,38.7666,-120.5177,92.43,19,0,1.01,clear sky
467,Talcahuano,CL,-36.7167,-73.1167,51.48,93,100,3.44,mist
468,Wexford,IE,52.3342,-6.4575,51.22,89,100,19.55,overcast clouds
469,Rio Gallegos,AR,-51.6226,-69.2181,37.45,75,0,21.85,clear sky
470,Le Port,RE,-20.9373,55.2919,67.24,54,57,5.55,broken clouds
471,Halmstad,SE,56.6745,12.8568,66.4,70,5,6.91,clear sky
472,Turayf,SA,31.6725,38.6637,75.45,46,0,6.91,clear sky
473,Funadhoo,MV,6.15,73.2667,82.92,77,32,20.13,scattered clouds
474,Sulangan,PH,11.1373,123.7228,84.13,69,6,1.34,clear sky
475,Chimoio,MZ,-19.1164,33.4833,57.06,100,75,0.43,broken clouds
476,Goderich,CA,43.7501,-81.7165,67.53,73,17,10.65,few clouds
477,Kartaly,RU,53.0522,60.6467,64.17,91,96,13.78,overcast clouds
478,Erdenet,MN,49.0333,104.0833,62.64,81,100,4.03,overcast clouds
479,Mosalsk,RU,54.4881,34.9817,54.97,90,57,5.3,broken clouds
480,North Myrtle Beach,US,33.816,-78.68,79.38,73,0,8.05,clear sky
481,Klaksvik,FO,62.2266,-6.589,50.92,98,100,23.44,light rain
482,Havelock,US,34.8791,-76.9013,78.8,77,0,11.5,clear sky
483,Acapulco,MX,16.8634,-99.8901,82.22,83,100,11.5,overcast clouds
484,Kamenka,RU,51.3223,42.7678,57.4,94,62,6.91,broken clouds
485,Hovd,MN,48.0056,91.6419,67.95,50,83,8.88,broken clouds
486,Kirkwood,US,38.5834,-90.4068,87.39,52,75,6.91,broken clouds
487,Egvekinot,RU,66.3167,-179.1667,34.97,99,100,5.08,light snow
488,Trelew,AR,-43.249,-65.3051,35.42,76,8,9.4,clear sky
489,Dobson,US,36.3957,-80.7226,80.28,74,9,1.95,clear sky
490,Port Macquarie,AU,-31.4333,152.9167,62.89,46,0,0.85,clear sky
491,Ola,RU,59.5833,151.2833,53.15,91,96,5.57,overcast clouds
492,Dubuque,US,42.4833,-90.8668,83.23,45,0,12.66,clear sky
493,Tomatlan,MX,19.9333,-105.25,77.7,79,100,5.19,overcast clouds
494,Shu,KZ,43.5983,73.7614,73.27,54,7,3.51,clear sky
495,Rondonopolis,BR,-16.4708,-54.6356,72.81,40,0,2.95,clear sky
496,Cortez,US,37.3489,-108.5859,84.96,21,0,11.5,clear sky
497,Kahului,US,20.8947,-156.47,84.22,66,40,17.27,scattered clouds
498,Tabuk,PH,17.4189,121.4443,82.58,76,67,4.34,broken clouds
499,Terrace Bay,CA,48.7834,-87.1,54.72,90,52,3.94,broken clouds
500,Clyde River,CA,70.4692,-68.5914,32.23,93,100,6.91,overcast clouds
501,Dunedin,NZ,-45.8742,170.5036,53.85,72,100,3.53,overcast clouds
502,San Mateo Ixtatan,GT,15.8319,-91.4781,49.51,94,70,4.63,broken clouds
503,Lakatoro,VU,-16.0999,167.4164,80.46,79,75,15.1,broken clouds
504,Mogadishu,SO,2.0371,45.3438,77.25,73,100,15.59,overcast clouds
505,Gat,IL,31.61,34.7642,79.39,74,0,4.59,clear sky
506,Sisimiut,GL,66.9395,-53.6735,42.66,72,99,1.41,overcast clouds
507,Dano,BF,11.15,-3.0667,77.09,78,99,7.63,overcast clouds
508,Irituia,BR,-1.7711,-47.4381,72.79,93,3,3.2,clear sky
509,San Javier,ES,37.8063,-0.8374,72.21,70,0,3.44,clear sky
510,Rawlins,US,41.7911,-107.2387,60.69,59,100,14.97,overcast clouds
511,Penukonda,IN,14.0833,77.5833,73.62,77,100,14.72,overcast clouds
512,Tecpan,GT,14.7623,-90.9947,59.88,95,99,4.05,overcast clouds
513,Yagodnoye,RU,62.55,149.6667,56.73,70,85,3.74,overcast clouds
514,Orlik,RU,52.5178,99.825,62.64,45,6,6.64,clear sky
515,Taft,IR,31.7471,54.2088,78.75,11,0,2.3,clear sky
516,Nicoya,CR,10.1483,-85.452,75.09,90,100,0.81,light rain
517,Ambon,ID,-3.6954,128.1814,82.24,12,20,3.44,few clouds
518,Umm Kaddadah,SD,13.6017,26.6876,81.63,52,88,16.24,overcast clouds
519,Leningradskiy,RU,69.3833,178.4167,36.57,90,100,6.11,overcast clouds
520,Nipawin,CA,53.3668,-104.0009,62.64,67,100,4.61,overcast clouds
521,Miles City,US,46.4083,-105.8406,61.77,63,100,9.22,overcast clouds
522,San Pedro,PH,14.35,121.0167,86.27,74,40,2.3,light rain
523,Tawau,MY,4.2498,117.8871,80.73,83,22,2.08,few clouds
524,Sirjan,IR,29.452,55.6814,73.72,15,0,5.79,clear sky
525,West Wendover,US,40.7391,-114.0733,88.81,17,0,18.41,clear sky
526,Aloleng,PH,16.1307,119.7824,83.5,74,16,3.74,few clouds
527,Maceio,BR,-9.6658,-35.7353,76.44,78,75,4.61,broken clouds
528,Ponnani,IN,10.767,75.9252,72.72,87,100,4.23,overcast clouds
529,Umba,RU,66.6871,34.3429,50.22,86,1,6.78,clear sky
530,Gibara,CU,21.1097,-76.1317,78.12,85,76,8.05,broken clouds
531,Pemberton,CA,50.3164,-122.8027,76.84,36,46,4.34,scattered clouds
532,Javanrud,IR,34.7961,46.5172,61.03,40,0,3.29,clear sky
533,Menongue,AO,-14.6585,17.691,52.21,54,6,4.23,clear sky
534,Paragominas,BR,-2.9667,-47.4833,73.38,86,39,3.6,scattered clouds
535,Rocha,UY,-34.4833,-54.3333,44.37,83,100,6.51,overcast clouds
536,Terralba,IT,39.7192,8.6392,80.85,49,90,4.36,light rain
537,Marsa Matruh,EG,31.3525,27.2453,77.2,83,0,10.36,clear sky
538,Tezu,IN,27.9167,96.1667,75.18,98,100,1.3,overcast clouds
539,Alto Araguaia,BR,-17.3147,-53.2153,66.88,46,0,3.67,clear sky
540,Kailua,US,21.4022,-157.7394,85.98,65,0,8.05,clear sky
541,Iguape,BR,-24.7081,-47.5553,65.21,93,5,3.36,clear sky
542,Knyaze-Volkonskoye,RU,48.4642,135.4567,62.94,98,100,8.14,overcast clouds
543,Port Moresby,PG,-9.4431,147.1797,85.42,70,20,5.75,haze
544,Eyl,SO,7.9803,49.8164,78.85,66,100,18.95,overcast clouds
545,Manosque,FR,43.8288,5.7869,60.42,72,0,3.96,clear sky
546,Mount Darwin,ZW,-16.7725,31.5838,50.02,88,0,3.29,clear sky
547,Avera,US,33.194,-82.5271,87.85,48,89,10.09,overcast clouds
548,Saint-Louis,SN,16.3333,-15.0,94.64,39,0,8.75,clear sky
549,Sfantu Gheorghe,RO,45.8667,25.7833,61.27,83,23,2.98,few clouds
550,Magadan,RU,59.5667,150.8,54.54,91,95,4.23,overcast clouds
551,Tocopilla,CL,-22.092,-70.1979,65.17,61,70,8.81,broken clouds
552,Plast,RU,54.3691,60.8136,61.7,99,100,4.9,light rain
553,Garden City,US,42.3256,-83.331,88.05,51,20,10.36,few clouds
554,Talnakh,RU,69.4865,88.3972,60.89,56,7,13.98,clear sky
555,Rock Sound,BS,24.9,-76.2,81.23,72,100,9.04,overcast clouds
556,Lompoc,US,34.6391,-120.4579,88.7,74,0,13.8,clear sky
557,Port Blair,IN,11.6667,92.75,77.04,94,75,2.3,mist
558,Celendin,PE,-6.8703,-78.1517,52.7,81,79,3.36,broken clouds
559,Tura,IN,25.5198,90.2201,75.4,95,100,5.55,overcast clouds
560,Bogalusa,US,30.791,-89.8487,96.55,59,0,0.0,clear sky
561,Anadyr,RU,64.75,177.4833,41.34,95,100,13.67,overcast clouds
562,Sinnar,SD,13.5691,33.5672,77.63,60,100,18.43,overcast clouds
563,Gimli,CA,50.6336,-96.9907,69.82,78,100,6.91,overcast clouds
564,Sungairaya,ID,0.7,108.9,77.04,88,100,4.05,overcast clouds
565,Kutum,SD,14.2,24.6667,76.62,41,67,2.91,broken clouds
566,Shache,CN,38.4167,77.2406,80.55,19,0,9.62,clear sky
567,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,19.57,light intensity drizzle
568,Launceston,AU,-41.45,147.1667,55.8,75,75,23.02,broken clouds
569,Araguacu,BR,-12.9306,-49.8264,75.97,43,1,4.63,clear sky
570,Burns Lake,CA,54.2331,-125.7533,71.02,31,84,3.09,broken clouds
571,Erzin,TR,36.9559,36.2,67.84,84,98,1.9,overcast clouds
572,Martapura,ID,-3.4167,114.85,78.89,83,20,4.61,few clouds
573,Sukumo,JP,32.9333,132.7333,82.24,78,100,5.88,overcast clouds
574,Fort Nelson,CA,58.8053,-122.7002,78.39,24,40,5.75,scattered clouds
575,Nabire,ID,-3.3667,135.4833,84.42,66,86,1.36,overcast clouds
576,Castanos,MX,26.7833,-101.4167,98.35,20,0,19.37,clear sky
577,Bam,IR,29.106,58.357,89.44,12,5,9.37,clear sky
578,Verkhnevilyuysk,RU,63.4453,120.3167,83.07,38,69,6.64,broken clouds
579,Pedernales,DO,18.0384,-71.744,81.5,76,100,1.74,overcast clouds
580,Quelimane,MZ,-17.8786,36.8883,66.15,94,20,2.3,few clouds
581,Nelson Bay,AU,-32.7167,152.15,63.0,66,4,7.0,clear sky
582,Maneadero,MX,31.7167,-116.5667,75.09,73,17,3.0,few clouds
583,Puerto Colombia,CO,10.9878,-74.9547,82.49,82,100,3.85,overcast clouds
584,Bom Jesus,BR,-9.0744,-44.3586,72.97,59,39,2.37,scattered clouds
585,Rundu,NA,-17.9333,19.7667,53.1,42,4,4.97,clear sky
586,Prainha,BR,-1.8,-53.48,75.22,80,98,2.19,overcast clouds
587,Tarko-Sale,RU,64.9225,77.785,71.4,57,88,7.58,overcast clouds
588,Moussoro,TD,13.6408,16.4901,88.86,37,48,8.46,scattered clouds
589,Modasa,IN,23.4667,73.3,84.63,68,0,6.55,clear sky
590,Sancti Spiritus,CU,21.9297,-79.4425,76.89,87,30,2.15,scattered clouds
591,Novyy Urgal,RU,51.0736,132.5642,70.66,59,100,11.45,overcast clouds
592,Honiara,SB,-9.4333,159.95,86.86,62,92,9.53,overcast clouds
593,Coahuayana,MX,18.7333,-103.6833,74.71,92,100,2.62,overcast clouds
594,Darnah,LY,32.767,22.6367,77.49,73,0,13.18,clear sky
595,Mehamn,NO,71.0357,27.8492,48.15,76,100,5.75,overcast clouds
596,Yenagoa,NG,4.9247,6.2642,73.72,96,100,3.76,light rain
597,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,18.41,scattered clouds
598,Puerto Ayacucho,VE,5.6639,-67.6236,74.73,93,100,1.23,overcast clouds
599,Merrill,US,45.1805,-89.6835,87.57,42,0,10.36,clear sky
600,Noumea,NC,-22.2763,166.4572,78.78,99,51,12.12,broken clouds
601,Hami,CN,42.8,93.45,86.99,23,100,4.81,overcast clouds
602,Fernie,CA,49.5,-115.0687,59.68,50,99,2.46,overcast clouds
603,Lakes Entrance,AU,-37.8811,147.981,58.15,50,2,8.23,clear sky
604,Kushima,JP,31.4583,131.2333,81.48,81,100,6.33,overcast clouds
605,Olinda,BR,-8.0089,-34.8553,76.73,69,75,6.91,broken clouds
606,Samarai,PG,-10.6167,150.6667,80.82,81,95,13.94,overcast clouds
607,Vero Beach,US,27.6386,-80.3973,82.99,76,40,14.97,scattered clouds
608,Prado,BR,-17.3411,-39.2208,71.19,88,0,4.7,clear sky
609,Odessa,UA,46.4775,30.7326,63.03,85,78,14.36,broken clouds
610,Jalingo,NG,8.8833,11.3667,74.25,90,99,4.07,light rain
611,Sokolo,ML,14.7328,-6.1219,85.82,48,100,20.38,overcast clouds
612,Tiko,CM,4.0745,9.3699,75.81,93,94,4.72,moderate rain
613,Huarmey,PE,-10.0681,-78.1522,63.18,83,46,8.3,scattered clouds
614,Amahai,ID,-3.3333,128.9167,81.72,75,92,0.81,overcast clouds
615,Batagay,RU,67.6333,134.6333,65.23,35,79,5.75,broken clouds
616,Paamiut,GL,61.994,-49.6678,40.1,87,100,6.24,overcast clouds
617,Vaitape,PF,-16.5167,-151.75,78.84,73,59,5.7,broken clouds
618,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,86,24,6.13,few clouds
619,Shubarkuduk,KZ,49.1447,56.4872,70.07,68,2,7.87,clear sky
620,Chemax,MX,20.65,-87.9333,75.81,91,73,3.76,broken clouds
621,Paidha,UG,2.4167,30.9855,60.82,90,100,3.78,overcast clouds
622,Viedma,AR,-40.8135,-62.9967,42.66,64,96,6.64,overcast clouds
623,Scottsbluff,US,41.8666,-103.6672,84.43,26,0,13.8,clear sky
624,Ndende,GA,-2.4008,11.3581,69.96,86,100,1.92,overcast clouds
625,Nuuk,GL,64.1835,-51.7216,47.01,61,100,5.75,overcast clouds
626,Doka,SD,13.5167,35.7667,70.48,82,100,12.75,overcast clouds
627,Mecca,SA,21.4267,39.8261,89.42,24,97,3.56,light rain
628,Necochea,AR,-38.5473,-58.7368,44.44,76,84,9.46,broken clouds
629,Hay River,CA,60.8156,-115.7999,78.78,27,75,6.91,broken clouds
630,Mitu,CO,1.1983,-70.1733,70.79,99,100,1.81,overcast clouds
631,Waldkirchen,DE,48.7327,13.6008,60.76,98,100,8.81,moderate rain
632,Taltal,CL,-25.4,-70.4833,59.95,65,100,3.2,overcast clouds
633,Lata,PT,40.1629,-8.3327,65.8,93,100,2.62,overcast clouds
634,Santa Rosa,PH,14.3122,121.1114,86.02,75,14,4.27,light rain
635,Kulhudhuffushi,MV,6.6221,73.07,82.71,78,99,20.71,overcast clouds
636,Bowen,AU,-20.0167,148.2333,73.33,58,91,15.79,overcast clouds
637,Dehui,CN,44.5333,125.7,64.17,93,100,9.82,overcast clouds
638,Tongzi,CN,28.7829,105.0877,81.86,79,47,1.77,scattered clouds
639,Temirtau,KZ,50.0544,72.9483,75.02,48,3,4.88,clear sky
640,Storforshei,NO,66.4043,14.5233,50.67,87,98,0.0,overcast clouds
641,Buraydah,SA,26.326,43.975,90.05,11,93,9.82,moderate rain
642,San Isidro,PE,-12.1167,-77.05,62.19,77,100,8.05,overcast clouds
643,Vila Velha,BR,-20.3297,-40.2925,73.35,89,0,6.91,clear sky
644,Joshimath,IN,30.5667,79.5667,70.92,67,1,2.39,clear sky
645,Champerico,GT,14.3,-91.9167,81.14,77,36,4.27,scattered clouds
646,Batemans Bay,AU,-35.7167,150.1833,61.65,45,0,3.89,clear sky
647,Imeni Poliny Osipenko,RU,52.4201,136.4853,55.6,84,100,17.05,overcast clouds
648,Dipolog,PH,8.5894,123.3414,84.43,70,88,0.58,overcast clouds
649,Owando,CG,-0.4819,15.8999,72.18,88,100,2.01,overcast clouds
650,Lethem,GY,3.3803,-59.7968,75.29,91,100,6.04,overcast clouds
651,Grand-Santi,GF,4.25,-54.3833,72.25,98,87,1.9,overcast clouds
652,Crixas,BR,-14.5489,-49.9692,73.74,45,0,4.21,clear sky
653,Takoradi,GH,4.8845,-1.7554,74.8,92,69,7.23,broken clouds
654,Kaura Namoda,NG,12.5898,6.5779,81.54,60,100,14.58,overcast clouds
655,Andradina,BR,-20.8961,-51.3794,68.65,45,0,6.85,clear sky
656,Asfi,MA,32.2994,-9.2372,68.18,76,6,12.88,clear sky
657,Bemidji,US,47.4736,-94.8803,79.38,61,40,11.5,scattered clouds
658,Kupang,ID,-10.1667,123.5833,79.38,75,91,14.03,overcast clouds
659,Katherine,AU,-14.4667,132.2667,73.72,60,11,11.5,few clouds
660,Payson,US,40.0444,-111.7321,86.92,24,40,6.91,scattered clouds
661,Topolobampo,MX,25.6,-109.05,87.6,51,1,8.05,clear sky
662,Amurzet,RU,47.6967,131.0981,61.81,97,100,7.85,light rain
663,Jatiroto,ID,-7.8833,111.1167,77.63,82,72,3.94,broken clouds
664,Pelhrimov,CZ,49.4313,15.2234,60.58,95,100,10.11,overcast clouds
665,La Ronge,CA,55.1001,-105.2842,52.05,71,100,13.8,overcast clouds
